id,delivery_method,customer_id,order_date,ship_date,status,payment_type
17253,Express,853,2025-03-26,2025-04-02,Shipped,Bank Transfer
17254,Standard,504,2025-04-04,2025-04-07,Delivered,Bank Transfer
17255,Standard,1689,2025-04-09,2025-04-16,Delivered,Card
17256,Pickup,598,2025-02-12,2025-02-14,Pending,Cash on Delivery
17257,Pickup,1825,2025-02-17,2025-02-20,Pending,Cash on Delivery
17258,Pickup,1315,2024-09-13,2024-09-19,Pending,Bank Transfer
17259,Pickup,691,2025-08-13,2025-08-19,Shipped,Cash on Delivery
17260,Standard,572,2025-04-18,2025-04-24,Pending,Cash on Delivery
17261,Pickup,228,2025-01-15,2025-01-21,Delivered,Cash on Delivery
17262,Express,1442,2024-06-26,2024-06-30,Delivered,Bank Transfer
17263,Pickup,1420,2025-06-11,2025-06-13,Delivered,Bank Transfer
17264,Pickup,979,2024-02-23,2024-02-26,Shipped,Bank Transfer
17265,Express,727,2025-02-11,2025-02-16,Pending,Card
17266,Standard,473,2024-12-29,2024-12-31,Delivered,Card
17267,Pickup,786,2025-08-11,2025-08-18,Delivered,Card
17268,Standard,1046,2025-02-04,2025-02-11,Shipped,Bank Transfer
17269,Express,294,2025-04-22,2025-04-29,Delivered,Card
17270,Express,1157,2025-05-14,2025-05-20,Pending,Cash on Delivery
17271,Standard,1369,2025-03-11,2025-03-14,Delivered,Card
17272,Standard,437,2025-08-12,2025-08-16,Delivered,Bank Transfer
17273,Pickup,1407,2025-07-13,2025-07-20,Delivered,Card
17274,Standard,774,2025-01-08,2025-01-13,Pending,Cash on Delivery
17275,Standard,1236,2024-10-21,2024-10-28,Delivered,Cash on Delivery
17276,Express,1142,2025-08-05,2025-08-07,Pending,Cash on Delivery
17277,Standard,442,2025-01-26,2025-01-29,Delivered,Bank Transfer
17278,Standard,1059,2025-05-09,2025-05-15,Shipped,Cash on Delivery
17279,Express,1807,2025-03-22,2025-03-25,Shipped,Cash on Delivery
17280,Pickup,1671,2025-08-13,2025-08-18,Shipped,Bank Transfer
17281,Express,184,2025-06-29,2025-07-06,Delivered,Cash on Delivery
17282,Standard,467,2024-11-30,2024-12-06,Pending,Card
17283,Standard,8,2025-04-16,2025-04-20,Pending,Cash on Delivery
17284,Express,1881,2025-02-20,2025-02-23,Shipped,Cash on Delivery
17285,Express,100,2025-05-02,2025-05-05,Delivered,Cash on Delivery
17286,Pickup,300,2025-07-07,2025-07-10,Pending,Bank Transfer
17287,Pickup,409,2025-07-07,2025-07-14,Pending,Cash on Delivery
17288,Standard,1743,2025-08-01,2025-08-08,Pending,Bank Transfer
17289,Standard,1557,2024-02-05,2024-02-11,Pending,Cash on Delivery
17290,Express,1704,2023-10-27,2023-11-03,Pending,Bank Transfer
17291,Standard,781,2025-02-23,2025-03-01,Pending,Cash on Delivery
17292,Express,665,2024-08-23,2024-08-25,Shipped,Card
17293,Pickup,723,2025-05-24,2025-05-28,Shipped,Bank Transfer
17294,Standard,82,2025-08-13,2025-08-15,Pending,Cash on Delivery
17295,Standard,1903,2024-08-30,2024-09-03,Delivered,Cash on Delivery
17296,Pickup,469,2024-07-14,2024-07-18,Delivered,Bank Transfer
17297,Express,1969,2025-07-17,2025-07-23,Shipped,Card
17298,Standard,1934,2025-07-31,2025-08-02,Pending,Bank Transfer
17299,Pickup,259,2025-02-16,2025-02-19,Delivered,Card
17300,Pickup,1047,2025-02-08,2025-02-11,Delivered,Bank Transfer
17301,Standard,1623,2025-06-01,2025-06-03,Delivered,Bank Transfer
17302,Standard,1164,2025-04-11,2025-04-13,Pending,Bank Transfer
17303,Pickup,329,2024-04-06,2024-04-08,Delivered,Card
17304,Standard,214,2025-07-01,2025-07-08,Shipped,Cash on Delivery
17305,Pickup,1968,2025-01-11,2025-01-18,Shipped,Cash on Delivery
17306,Pickup,457,2025-08-09,2025-08-12,Delivered,Cash on Delivery
17307,Pickup,1256,2025-07-19,2025-07-26,Shipped,Cash on Delivery
17308,Standard,830,2024-10-10,2024-10-15,Pending,Cash on Delivery
17309,Standard,594,2025-03-10,2025-03-12,Shipped,Bank Transfer
17310,Standard,89,2025-07-03,2025-07-10,Shipped,Card
17311,Pickup,1218,2024-10-16,2024-10-18,Pending,Bank Transfer
17312,Express,1459,2024-03-12,2024-03-18,Delivered,Cash on Delivery
17313,Standard,864,2025-04-28,2025-05-01,Pending,Card
17314,Pickup,34,2025-08-14,2025-08-19,Pending,Card
17315,Pickup,1326,2025-05-23,2025-05-29,Pending,Bank Transfer
17316,Express,628,2024-05-05,2024-05-10,Shipped,Bank Transfer
17317,Standard,1270,2025-07-04,2025-07-07,Pending,Cash on Delivery
17318,Pickup,1586,2025-05-07,2025-05-14,Pending,Bank Transfer
17319,Pickup,1322,2023-12-16,2023-12-21,Shipped,Cash on Delivery
17320,Pickup,1569,2024-07-21,2024-07-23,Pending,Card
17321,Pickup,837,2024-02-17,2024-02-22,Delivered,Bank Transfer
17322,Express,1993,2024-12-19,2024-12-22,Delivered,Bank Transfer
17323,Pickup,853,2024-12-28,2024-12-31,Pending,Bank Transfer
17324,Standard,967,2024-12-30,2025-01-04,Shipped,Bank Transfer
17325,Express,1343,2025-01-28,2025-02-04,Pending,Cash on Delivery
17326,Pickup,941,2024-10-06,2024-10-13,Delivered,Bank Transfer
17327,Standard,1955,2024-06-02,2024-06-09,Shipped,Cash on Delivery
17328,Express,1377,2025-05-23,2025-05-25,Shipped,Card
17329,Pickup,1955,2023-11-14,2023-11-21,Shipped,Card
17330,Express,1142,2025-08-08,2025-08-12,Pending,Cash on Delivery
17331,Pickup,1047,2024-06-06,2024-06-10,Shipped,Bank Transfer
17332,Pickup,567,2024-10-08,2024-10-10,Pending,Card
17333,Pickup,162,2025-08-08,2025-08-10,Pending,Bank Transfer
17334,Pickup,602,2024-08-22,2024-08-26,Pending,Bank Transfer
17335,Express,281,2025-01-29,2025-02-05,Pending,Bank Transfer
17336,Express,1868,2025-07-14,2025-07-21,Pending,Card
17337,Standard,1007,2025-03-08,2025-03-12,Delivered,Card
17338,Pickup,1500,2025-07-04,2025-07-10,Delivered,Bank Transfer
17339,Express,989,2025-02-21,2025-02-27,Pending,Card
17340,Pickup,1948,2024-11-18,2024-11-25,Pending,Card
17341,Pickup,757,2025-02-09,2025-02-13,Shipped,Cash on Delivery
17342,Express,1133,2025-04-13,2025-04-16,Pending,Card
17343,Pickup,1780,2025-05-03,2025-05-08,Pending,Cash on Delivery
17344,Standard,898,2024-12-20,2024-12-24,Delivered,Cash on Delivery
17345,Express,1592,2025-07-22,2025-07-24,Shipped,Card
17346,Standard,747,2024-07-20,2024-07-27,Shipped,Cash on Delivery
17347,Pickup,1348,2024-12-07,2024-12-13,Pending,Cash on Delivery
17348,Express,283,2025-06-16,2025-06-20,Shipped,Bank Transfer
17349,Standard,1242,2025-02-21,2025-02-27,Shipped,Cash on Delivery
17350,Standard,432,2025-01-04,2025-01-07,Pending,Card
17351,Pickup,1116,2023-12-04,2023-12-07,Pending,Bank Transfer
17352,Standard,1281,2025-06-14,2025-06-16,Pending,Card
17353,Pickup,987,2024-08-31,2024-09-07,Shipped,Bank Transfer
17354,Express,431,2025-05-19,2025-05-24,Delivered,Card
17355,Pickup,1083,2024-11-03,2024-11-07,Delivered,Cash on Delivery
17356,Standard,1260,2024-06-23,2024-06-28,Pending,Card
17357,Standard,1182,2025-03-19,2025-03-21,Pending,Bank Transfer
17358,Pickup,1090,2024-12-15,2024-12-21,Shipped,Bank Transfer
17359,Standard,1408,2024-12-01,2024-12-06,Shipped,Card
17360,Standard,118,2024-12-08,2024-12-14,Shipped,Bank Transfer
17361,Standard,739,2025-07-27,2025-08-02,Delivered,Cash on Delivery
17362,Express,1426,2024-11-10,2024-11-14,Delivered,Card
17363,Express,1377,2025-03-02,2025-03-07,Delivered,Cash on Delivery
17364,Express,1917,2024-07-25,2024-07-28,Delivered,Cash on Delivery
17365,Pickup,1593,2025-06-26,2025-07-02,Shipped,Bank Transfer
17366,Express,1838,2025-02-15,2025-02-22,Delivered,Cash on Delivery
17367,Pickup,357,2025-05-24,2025-05-31,Delivered,Card
17368,Express,400,2025-07-11,2025-07-13,Pending,Bank Transfer
17369,Standard,234,2024-02-15,2024-02-22,Shipped,Bank Transfer
17370,Standard,1170,2025-08-05,2025-08-07,Pending,Bank Transfer
17371,Express,539,2025-05-28,2025-06-01,Delivered,Card
17372,Standard,1591,2024-10-19,2024-10-21,Pending,Cash on Delivery
17373,Pickup,1639,2025-07-09,2025-07-11,Shipped,Card
17374,Standard,1918,2024-11-30,2024-12-05,Shipped,Cash on Delivery
17375,Express,352,2025-04-19,2025-04-24,Shipped,Bank Transfer
17376,Express,227,2025-07-16,2025-07-18,Pending,Card
17377,Express,481,2025-01-04,2025-01-10,Shipped,Bank Transfer
17378,Express,693,2025-04-20,2025-04-22,Pending,Cash on Delivery
17379,Pickup,165,2025-07-31,2025-08-06,Pending,Cash on Delivery
17380,Pickup,364,2024-10-13,2024-10-17,Shipped,Card
17381,Express,1554,2025-04-19,2025-04-25,Shipped,Card
17382,Express,91,2025-03-14,2025-03-20,Shipped,Card
17383,Standard,593,2025-06-17,2025-06-19,Delivered,Cash on Delivery
17384,Express,1605,2025-07-28,2025-08-01,Pending,Card
17385,Express,122,2025-03-31,2025-04-03,Pending,Cash on Delivery
17386,Pickup,542,2024-10-01,2024-10-03,Pending,Card
17387,Express,1899,2025-04-10,2025-04-17,Delivered,Bank Transfer
17388,Standard,643,2024-09-12,2024-09-19,Pending,Bank Transfer
17389,Pickup,1089,2025-02-08,2025-02-14,Pending,Cash on Delivery
17390,Express,643,2025-06-25,2025-06-30,Delivered,Bank Transfer
17391,Standard,214,2025-03-13,2025-03-19,Pending,Cash on Delivery
17392,Pickup,1002,2025-08-06,2025-08-12,Pending,Cash on Delivery
17393,Express,1530,2025-02-22,2025-02-27,Delivered,Card
17394,Express,1371,2025-07-12,2025-07-18,Delivered,Bank Transfer
17395,Pickup,300,2025-06-22,2025-06-25,Delivered,Card
17396,Standard,1086,2025-07-23,2025-07-26,Pending,Bank Transfer
17397,Express,834,2025-05-15,2025-05-17,Pending,Card
17398,Standard,608,2025-08-13,2025-08-16,Delivered,Bank Transfer
17399,Pickup,1413,2025-06-09,2025-06-16,Pending,Cash on Delivery
17400,Standard,1587,2025-02-28,2025-03-05,Delivered,Cash on Delivery
17401,Express,1169,2024-09-17,2024-09-19,Delivered,Card
17402,Pickup,99,2024-05-25,2024-05-31,Delivered,Card
17403,Standard,465,2025-02-08,2025-02-12,Shipped,Card
17404,Express,543,2025-02-21,2025-02-26,Pending,Cash on Delivery
17405,Pickup,1784,2024-10-19,2024-10-25,Delivered,Cash on Delivery
17406,Pickup,1219,2025-02-21,2025-02-24,Pending,Cash on Delivery
17407,Standard,1984,2025-01-17,2025-01-24,Shipped,Card
17408,Pickup,1686,2025-01-16,2025-01-22,Delivered,Cash on Delivery
17409,Standard,671,2025-02-05,2025-02-08,Shipped,Cash on Delivery
17410,Pickup,218,2025-06-17,2025-06-19,Delivered,Card
17411,Standard,173,2025-07-22,2025-07-27,Shipped,Bank Transfer
17412,Standard,1691,2025-06-10,2025-06-14,Shipped,Bank Transfer
17413,Standard,1528,2025-08-13,2025-08-16,Delivered,Cash on Delivery
17414,Standard,1112,2024-10-28,2024-11-01,Shipped,Bank Transfer
17415,Pickup,197,2024-07-01,2024-07-08,Pending,Card
17416,Standard,1728,2025-05-23,2025-05-30,Shipped,Cash on Delivery
17417,Pickup,1010,2025-02-09,2025-02-13,Delivered,Card
17418,Express,777,2024-07-15,2024-07-18,Pending,Card
17419,Pickup,875,2025-02-06,2025-02-09,Pending,Bank Transfer
17420,Pickup,1143,2025-07-29,2025-08-03,Shipped,Card
17421,Pickup,376,2025-04-17,2025-04-21,Delivered,Card
17422,Standard,1194,2024-08-01,2024-08-04,Shipped,Bank Transfer
17423,Express,1040,2025-05-26,2025-05-31,Shipped,Bank Transfer
17424,Pickup,589,2025-03-19,2025-03-23,Pending,Card
17425,Standard,410,2025-02-24,2025-02-27,Delivered,Bank Transfer
17426,Express,1669,2025-07-28,2025-08-01,Delivered,Card
17427,Express,1548,2025-05-10,2025-05-13,Shipped,Card
17428,Standard,1589,2025-07-18,2025-07-22,Shipped,Card
17429,Standard,867,2025-02-07,2025-02-09,Pending,Bank Transfer
17430,Express,1415,2024-05-01,2024-05-06,Delivered,Cash on Delivery
17431,Express,1988,2025-07-25,2025-07-30,Shipped,Bank Transfer
17432,Standard,425,2025-04-24,2025-04-28,Shipped,Bank Transfer
17433,Standard,5,2025-08-03,2025-08-09,Delivered,Cash on Delivery
17434,Express,1464,2024-12-10,2024-12-14,Pending,Bank Transfer
17435,Standard,1643,2025-05-09,2025-05-11,Shipped,Cash on Delivery
17436,Pickup,704,2024-11-04,2024-11-07,Pending,Card
17437,Express,621,2024-07-25,2024-07-27,Shipped,Cash on Delivery
17438,Pickup,161,2024-11-29,2024-12-03,Pending,Bank Transfer
17439,Standard,1028,2025-03-08,2025-03-15,Delivered,Cash on Delivery
17440,Pickup,565,2025-07-17,2025-07-21,Pending,Bank Transfer
17441,Standard,1813,2025-07-14,2025-07-20,Shipped,Cash on Delivery
17442,Express,1308,2025-07-08,2025-07-11,Shipped,Cash on Delivery
17443,Express,1366,2024-10-26,2024-10-28,Pending,Cash on Delivery
17444,Pickup,314,2025-01-19,2025-01-23,Delivered,Cash on Delivery
17445,Express,1685,2025-04-26,2025-04-28,Pending,Card
17446,Pickup,2000,2024-11-21,2024-11-26,Pending,Bank Transfer
17447,Express,589,2025-01-07,2025-01-13,Delivered,Cash on Delivery
17448,Express,1845,2025-06-19,2025-06-23,Pending,Bank Transfer
17449,Standard,739,2025-07-26,2025-08-02,Delivered,Card
17450,Express,1639,2025-06-30,2025-07-02,Delivered,Card
17451,Express,906,2025-07-15,2025-07-18,Shipped,Cash on Delivery
17452,Pickup,125,2025-08-12,2025-08-17,Pending,Cash on Delivery
17453,Pickup,1280,2025-01-18,2025-01-25,Shipped,Card
17454,Standard,1821,2025-04-30,2025-05-02,Pending,Bank Transfer
17455,Standard,908,2025-06-20,2025-06-27,Pending,Cash on Delivery
17456,Standard,804,2023-12-02,2023-12-09,Pending,Cash on Delivery
17457,Standard,1553,2025-02-14,2025-02-21,Pending,Cash on Delivery
17458,Pickup,776,2024-02-12,2024-02-18,Delivered,Card
17459,Standard,224,2025-03-08,2025-03-11,Shipped,Card
17460,Express,1795,2025-07-09,2025-07-14,Pending,Cash on Delivery
17461,Standard,948,2025-08-13,2025-08-18,Delivered,Cash on Delivery
17462,Pickup,272,2025-03-04,2025-03-06,Delivered,Cash on Delivery
17463,Standard,157,2025-06-22,2025-06-26,Pending,Bank Transfer
17464,Express,1642,2025-07-23,2025-07-27,Pending,Bank Transfer
17465,Express,1278,2024-11-24,2024-11-30,Delivered,Bank Transfer
17466,Pickup,750,2025-01-19,2025-01-23,Shipped,Cash on Delivery
17467,Express,1733,2024-11-20,2024-11-24,Delivered,Cash on Delivery
17468,Express,1267,2025-07-05,2025-07-10,Shipped,Cash on Delivery
17469,Standard,1372,2025-01-22,2025-01-24,Shipped,Bank Transfer
17470,Standard,677,2025-07-14,2025-07-18,Shipped,Card
17471,Express,596,2024-05-03,2024-05-09,Pending,Bank Transfer
17472,Express,641,2024-09-16,2024-09-23,Shipped,Cash on Delivery
17473,Pickup,367,2024-08-19,2024-08-24,Delivered,Cash on Delivery
17474,Express,621,2025-06-20,2025-06-26,Delivered,Bank Transfer
17475,Pickup,1465,2024-11-18,2024-11-20,Shipped,Card
17476,Standard,1618,2025-08-11,2025-08-16,Shipped,Card
17477,Express,655,2025-06-03,2025-06-06,Delivered,Bank Transfer
17478,Standard,1342,2024-07-07,2024-07-14,Shipped,Bank Transfer
17479,Standard,84,2025-02-09,2025-02-15,Delivered,Bank Transfer
17480,Standard,1631,2024-05-07,2024-05-12,Pending,Card
17481,Pickup,425,2025-06-13,2025-06-17,Pending,Bank Transfer
17482,Pickup,977,2025-07-27,2025-08-02,Delivered,Bank Transfer
17483,Express,18,2025-05-27,2025-06-02,Delivered,Cash on Delivery
17484,Pickup,291,2024-11-15,2024-11-20,Delivered,Cash on Delivery
17485,Express,621,2025-01-10,2025-01-12,Shipped,Card
17486,Express,96,2024-09-12,2024-09-19,Pending,Cash on Delivery
17487,Standard,1346,2025-08-11,2025-08-14,Delivered,Card
17488,Pickup,934,2025-07-28,2025-08-01,Pending,Cash on Delivery
17489,Express,1649,2025-03-27,2025-03-30,Delivered,Card
17490,Pickup,191,2025-05-18,2025-05-20,Shipped,Bank Transfer
17491,Standard,1248,2025-05-17,2025-05-19,Pending,Bank Transfer
17492,Express,1985,2025-01-24,2025-01-31,Delivered,Card
17493,Pickup,725,2024-11-19,2024-11-23,Shipped,Bank Transfer
17494,Express,60,2025-01-24,2025-01-31,Pending,Card
17495,Standard,1080,2025-07-31,2025-08-02,Delivered,Cash on Delivery
17496,Pickup,1403,2025-07-27,2025-08-03,Delivered,Card
17497,Pickup,37,2024-12-19,2024-12-26,Shipped,Card
17498,Express,1408,2024-12-22,2024-12-28,Delivered,Card
17499,Standard,709,2025-08-12,2025-08-16,Shipped,Bank Transfer
17500,Standard,459,2025-04-25,2025-05-01,Shipped,Bank Transfer
17501,Express,285,2025-06-20,2025-06-25,Pending,Bank Transfer
17502,Standard,1713,2024-10-31,2024-11-07,Delivered,Cash on Delivery
17503,Standard,1250,2025-03-26,2025-04-01,Delivered,Card
17504,Express,98,2025-05-08,2025-05-10,Delivered,Cash on Delivery
17505,Express,385,2024-07-13,2024-07-16,Delivered,Bank Transfer
17506,Pickup,1164,2024-08-29,2024-09-02,Pending,Bank Transfer
17507,Standard,922,2024-07-15,2024-07-22,Pending,Card
17508,Pickup,665,2025-07-06,2025-07-10,Delivered,Card
17509,Pickup,602,2025-07-01,2025-07-08,Pending,Card
17510,Pickup,961,2025-05-15,2025-05-21,Delivered,Cash on Delivery
17511,Express,766,2025-07-20,2025-07-23,Shipped,Cash on Delivery
17512,Express,1644,2025-07-26,2025-08-02,Shipped,Cash on Delivery
17513,Pickup,167,2025-08-06,2025-08-10,Shipped,Cash on Delivery
17514,Standard,1864,2025-05-24,2025-05-26,Delivered,Cash on Delivery
17515,Pickup,1167,2024-09-10,2024-09-14,Pending,Cash on Delivery
17516,Standard,1723,2025-08-03,2025-08-07,Shipped,Cash on Delivery
17517,Pickup,179,2025-07-28,2025-08-04,Pending,Cash on Delivery
17518,Standard,1516,2025-08-08,2025-08-14,Delivered,Cash on Delivery
17519,Express,1313,2024-09-27,2024-09-30,Shipped,Card
17520,Pickup,719,2025-07-28,2025-08-02,Pending,Card
17521,Pickup,604,2025-08-04,2025-08-09,Pending,Card
17522,Express,837,2024-06-16,2024-06-20,Delivered,Card
17523,Pickup,369,2025-03-14,2025-03-18,Shipped,Card
17524,Standard,1121,2025-06-29,2025-07-03,Delivered,Card
17525,Pickup,1827,2024-09-18,2024-09-22,Pending,Card
17526,Pickup,983,2025-07-09,2025-07-11,Shipped,Cash on Delivery
17527,Express,1433,2025-05-22,2025-05-29,Delivered,Bank Transfer
17528,Standard,354,2025-06-15,2025-06-22,Shipped,Card
17529,Standard,1506,2025-06-15,2025-06-18,Pending,Card
17530,Standard,426,2025-07-21,2025-07-26,Shipped,Card
17531,Standard,1357,2024-08-27,2024-08-30,Pending,Card
17532,Standard,1778,2025-06-14,2025-06-18,Pending,Cash on Delivery
17533,Express,373,2025-07-26,2025-07-30,Shipped,Cash on Delivery
17534,Standard,1335,2025-08-14,2025-08-20,Delivered,Cash on Delivery
17535,Standard,1446,2024-12-21,2024-12-26,Shipped,Bank Transfer
17536,Express,1076,2024-07-03,2024-07-08,Pending,Card
17537,Express,971,2025-07-21,2025-07-27,Delivered,Cash on Delivery
17538,Standard,292,2023-12-18,2023-12-22,Delivered,Bank Transfer
17539,Standard,132,2025-07-30,2025-08-06,Shipped,Card
17540,Pickup,266,2024-08-03,2024-08-08,Pending,Bank Transfer
17541,Pickup,23,2025-08-12,2025-08-18,Pending,Cash on Delivery
17542,Express,691,2025-08-11,2025-08-18,Pending,Bank Transfer
17543,Standard,1721,2025-07-30,2025-08-02,Delivered,Bank Transfer
17544,Express,177,2024-12-10,2024-12-14,Pending,Cash on Delivery
17545,Standard,1433,2025-01-18,2025-01-21,Delivered,Bank Transfer
17546,Express,48,2025-08-10,2025-08-13,Delivered,Bank Transfer
17547,Standard,364,2024-09-20,2024-09-22,Pending,Card
17548,Standard,901,2024-03-13,2024-03-20,Shipped,Card
17549,Pickup,485,2024-10-05,2024-10-10,Pending,Bank Transfer
17550,Pickup,242,2025-04-25,2025-05-02,Pending,Bank Transfer
17551,Pickup,898,2025-07-30,2025-08-06,Pending,Cash on Delivery
17552,Standard,1965,2025-03-09,2025-03-15,Shipped,Bank Transfer
17553,Express,367,2025-02-01,2025-02-03,Shipped,Cash on Delivery
17554,Pickup,1590,2025-04-04,2025-04-07,Delivered,Card
17555,Standard,773,2025-03-18,2025-03-23,Delivered,Card
17556,Pickup,1707,2025-07-16,2025-07-20,Delivered,Bank Transfer
17557,Standard,828,2025-08-12,2025-08-15,Delivered,Cash on Delivery
17558,Standard,1747,2024-08-16,2024-08-22,Delivered,Cash on Delivery
17559,Pickup,795,2024-06-29,2024-07-06,Delivered,Cash on Delivery
17560,Standard,140,2025-07-31,2025-08-02,Delivered,Card
17561,Standard,193,2024-06-06,2024-06-10,Pending,Cash on Delivery
17562,Standard,1341,2024-12-26,2024-12-28,Pending,Bank Transfer
17563,Express,173,2025-07-29,2025-08-03,Delivered,Cash on Delivery
17564,Standard,1573,2024-03-20,2024-03-27,Pending,Card
17565,Standard,1504,2025-03-21,2025-03-28,Shipped,Bank Transfer
17566,Express,1046,2025-03-28,2025-04-01,Pending,Cash on Delivery
17567,Standard,1312,2025-06-03,2025-06-10,Pending,Bank Transfer
17568,Standard,726,2025-08-07,2025-08-09,Delivered,Bank Transfer
17569,Express,1546,2025-02-28,2025-03-02,Delivered,Cash on Delivery
17570,Pickup,132,2025-07-11,2025-07-16,Delivered,Card
17571,Express,423,2024-01-22,2024-01-29,Shipped,Cash on Delivery
17572,Pickup,515,2024-09-02,2024-09-07,Pending,Card
17573,Pickup,247,2024-05-01,2024-05-03,Delivered,Bank Transfer
17574,Standard,782,2024-02-28,2024-03-01,Delivered,Card
17575,Express,1512,2024-09-08,2024-09-11,Delivered,Cash on Delivery
17576,Pickup,718,2024-09-03,2024-09-09,Pending,Card
17577,Standard,1933,2024-10-02,2024-10-07,Pending,Cash on Delivery
17578,Standard,993,2025-08-12,2025-08-17,Pending,Cash on Delivery
17579,Standard,188,2025-05-23,2025-05-26,Delivered,Card
17580,Pickup,1301,2024-07-23,2024-07-27,Shipped,Cash on Delivery
17581,Standard,1476,2025-08-13,2025-08-19,Shipped,Cash on Delivery
17582,Express,39,2024-05-25,2024-06-01,Delivered,Bank Transfer
17583,Pickup,909,2024-12-06,2024-12-12,Delivered,Cash on Delivery
17584,Pickup,1752,2024-09-06,2024-09-10,Pending,Cash on Delivery
17585,Standard,872,2025-03-10,2025-03-15,Delivered,Cash on Delivery
17586,Standard,108,2025-03-15,2025-03-22,Delivered,Card
17587,Pickup,671,2025-04-12,2025-04-17,Delivered,Cash on Delivery
17588,Standard,361,2025-02-24,2025-03-03,Delivered,Bank Transfer
17589,Pickup,495,2025-07-12,2025-07-14,Delivered,Cash on Delivery
17590,Express,1329,2025-06-30,2025-07-04,Shipped,Cash on Delivery
17591,Standard,1559,2025-08-11,2025-08-18,Shipped,Bank Transfer
17592,Standard,848,2025-07-25,2025-08-01,Delivered,Cash on Delivery
17593,Standard,534,2024-08-28,2024-09-01,Shipped,Bank Transfer
17594,Standard,693,2025-03-18,2025-03-20,Pending,Bank Transfer
17595,Express,1054,2025-07-06,2025-07-10,Shipped,Bank Transfer
17596,Pickup,125,2025-08-01,2025-08-05,Shipped,Card
17597,Express,1049,2025-01-28,2025-01-31,Shipped,Card
17598,Pickup,1866,2025-04-12,2025-04-19,Shipped,Card
17599,Express,1688,2025-05-21,2025-05-23,Pending,Bank Transfer
17600,Standard,715,2025-03-26,2025-04-01,Shipped,Bank Transfer
17601,Standard,1850,2025-03-05,2025-03-07,Shipped,Bank Transfer
17602,Pickup,279,2025-07-11,2025-07-15,Shipped,Cash on Delivery
17603,Standard,296,2024-06-28,2024-07-04,Delivered,Card
17604,Pickup,1192,2025-08-10,2025-08-13,Pending,Cash on Delivery
17605,Pickup,667,2025-08-12,2025-08-15,Delivered,Card
17606,Express,282,2025-05-15,2025-05-22,Pending,Bank Transfer
17607,Standard,185,2025-07-24,2025-07-30,Delivered,Cash on Delivery
17608,Express,1306,2024-12-06,2024-12-08,Pending,Bank Transfer
17609,Pickup,615,2025-06-26,2025-06-29,Pending,Bank Transfer
17610,Pickup,1395,2025-05-13,2025-05-17,Delivered,Card
17611,Standard,764,2025-07-05,2025-07-11,Pending,Bank Transfer
17612,Pickup,1825,2025-03-27,2025-03-31,Shipped,Cash on Delivery
17613,Express,1580,2025-02-17,2025-02-24,Delivered,Bank Transfer
17614,Pickup,221,2023-12-12,2023-12-14,Delivered,Bank Transfer
17615,Express,834,2025-07-24,2025-07-31,Shipped,Bank Transfer
17616,Pickup,1849,2025-05-09,2025-05-13,Delivered,Bank Transfer
17617,Pickup,1137,2025-06-08,2025-06-15,Pending,Cash on Delivery
17618,Express,1745,2025-07-02,2025-07-07,Shipped,Bank Transfer
17619,Pickup,16,2024-07-04,2024-07-08,Pending,Card
17620,Standard,658,2023-10-19,2023-10-23,Shipped,Card
17621,Express,925,2024-09-19,2024-09-22,Delivered,Cash on Delivery
17622,Pickup,819,2025-04-05,2025-04-12,Shipped,Cash on Delivery
17623,Express,760,2024-06-18,2024-06-21,Pending,Cash on Delivery
17624,Standard,1098,2024-07-07,2024-07-11,Shipped,Card
17625,Express,915,2024-05-01,2024-05-03,Pending,Cash on Delivery
17626,Standard,1807,2025-04-20,2025-04-27,Shipped,Bank Transfer
17627,Express,373,2025-06-11,2025-06-14,Shipped,Cash on Delivery
17628,Standard,841,2025-05-24,2025-05-27,Delivered,Card
17629,Express,1819,2024-12-14,2024-12-19,Pending,Bank Transfer
17630,Standard,784,2025-06-23,2025-06-29,Delivered,Cash on Delivery
17631,Standard,1547,2025-05-22,2025-05-25,Shipped,Card
17632,Express,393,2025-07-21,2025-07-27,Shipped,Bank Transfer
17633,Express,734,2025-04-17,2025-04-19,Pending,Cash on Delivery
17634,Pickup,876,2024-01-13,2024-01-20,Shipped,Cash on Delivery
17635,Pickup,1889,2024-10-20,2024-10-24,Pending,Bank Transfer
17636,Express,1132,2024-12-18,2024-12-21,Delivered,Card
17637,Pickup,1266,2024-08-25,2024-08-28,Pending,Cash on Delivery
17638,Pickup,366,2024-03-15,2024-03-19,Pending,Bank Transfer
17639,Pickup,1753,2025-06-17,2025-06-19,Shipped,Cash on Delivery
17640,Pickup,1136,2025-06-15,2025-06-19,Pending,Bank Transfer
17641,Express,1637,2025-03-20,2025-03-24,Delivered,Cash on Delivery
17642,Express,1053,2024-09-24,2024-09-26,Pending,Cash on Delivery
17643,Pickup,1323,2025-07-07,2025-07-11,Shipped,Card
17644,Pickup,79,2024-05-31,2024-06-05,Delivered,Card
17645,Pickup,1527,2024-11-02,2024-11-09,Pending,Card
17646,Pickup,1581,2025-07-02,2025-07-06,Delivered,Bank Transfer
17647,Standard,800,2025-05-11,2025-05-18,Pending,Card
17648,Pickup,5,2025-04-07,2025-04-10,Pending,Card
17649,Express,537,2025-07-28,2025-07-31,Pending,Card
17650,Express,1365,2024-11-09,2024-11-14,Pending,Bank Transfer
17651,Pickup,941,2025-05-04,2025-05-08,Pending,Card
