id_pedido,id_cliente,fecha_pedido,fecha_envio,metodo_pago,estado_pedido,metodo_envio
20258,1265,07/01/2025,10/01/2025,Tarjeta,Entregado,Recogida
20259,1726,04/07/2025,10/07/2025,Contra reembolso,Enviado,Recogida
20260,431,19/12/2024,26/12/2024,Contra reembolso,Enviado,Express
20261,980,23/07/2025,25/07/2025,Tarjeta,Enviado,Express
20262,815,10/03/2025,17/03/2025,Tarjeta,Enviado,Estandar
20263,867,17/06/2024,22/06/2024,Transferencia,Enviado,Estandar
20264,2305,16/12/2024,18/12/2024,Transferencia,Entregado,Estandar
20265,1831,01/03/2024,03/03/2024,Contra reembolso,Pendiente,Express
20266,128,16/04/2025,22/04/2025,Transferencia,Entregado,Estandar
20267,1439,24/04/2025,27/04/2025,Tarjeta,Enviado,Recogida
20268,1174,31/07/2025,04/08/2025,Contra reembolso,Pendiente,Estandar
20269,1083,17/06/2025,22/06/2025,Contra reembolso,Enviado,Estandar
20270,1034,20/11/2024,23/11/2024,Contra reembolso,Entregado,Estandar
20271,1151,06/05/2025,13/05/2025,Transferencia,Entregado,Estandar
20272,429,25/06/2025,30/06/2025,Transferencia,Entregado,Recogida
20273,1245,14/10/2024,20/10/2024,Contra reembolso,Entregado,Recogida
20274,185,22/03/2025,24/03/2025,Tarjeta,Pendiente,Recogida
20275,2148,04/07/2025,09/07/2025,Contra reembolso,Pendiente,Recogida
20276,2309,28/12/2024,30/12/2024,Tarjeta,Enviado,Estandar
20277,224,29/07/2025,05/08/2025,Contra reembolso,Entregado,Recogida
20278,1395,27/07/2025,03/08/2025,Transferencia,Enviado,Estandar
20279,309,09/12/2024,16/12/2024,Tarjeta,Enviado,Express
20280,2045,04/04/2025,09/04/2025,Contra reembolso,Pendiente,Express
20281,1741,24/04/2025,28/04/2025,Tarjeta,Pendiente,Estandar
20282,1767,10/05/2025,13/05/2025,Tarjeta,Entregado,Express
20283,227,09/11/2024,15/11/2024,Tarjeta,Entregado,Express
20284,1063,16/11/2024,21/11/2024,Tarjeta,Enviado,Express
20285,368,30/05/2025,01/06/2025,Transferencia,Entregado,Estandar
20286,199,24/04/2025,29/04/2025,Tarjeta,Enviado,Estandar
20287,1480,02/06/2025,05/06/2025,Transferencia,Pendiente,Express
20288,607,21/04/2024,25/04/2024,Contra reembolso,Enviado,Recogida
20289,1357,28/07/2025,04/08/2025,Contra reembolso,Enviado,Estandar
20290,1819,25/03/2025,01/04/2025,Transferencia,Pendiente,Express
20291,2326,26/03/2025,01/04/2025,Contra reembolso,Enviado,Estandar
20292,2255,30/09/2024,03/10/2024,Transferencia,Pendiente,Recogida
20293,341,29/10/2024,02/11/2024,Tarjeta,Pendiente,Estandar
20294,354,18/12/2023,24/12/2023,Transferencia,Pendiente,Estandar
20295,1941,24/02/2024,29/02/2024,Contra reembolso,Entregado,Express
20296,1593,23/12/2023,25/12/2023,Transferencia,Enviado,Express
20297,1628,09/01/2025,14/01/2025,Transferencia,Enviado,Recogida
20298,43,14/08/2025,18/08/2025,Transferencia,Pendiente,Estandar
20299,998,17/06/2025,21/06/2025,Contra reembolso,Entregado,Estandar
20300,2454,08/05/2025,12/05/2025,Tarjeta,Entregado,Express
20301,2256,28/05/2024,30/05/2024,Contra reembolso,Enviado,Estandar
20302,702,04/06/2025,11/06/2025,Contra reembolso,Entregado,Express
20303,330,16/05/2025,18/05/2025,Tarjeta,Entregado,Recogida
20304,347,26/02/2025,02/03/2025,Contra reembolso,Pendiente,Estandar
20305,2278,27/11/2024,03/12/2024,Transferencia,Entregado,Recogida
20306,1548,15/05/2025,20/05/2025,Contra reembolso,Entregado,Estandar
20307,2398,24/01/2025,29/01/2025,Tarjeta,Pendiente,Express
20308,396,24/04/2025,26/04/2025,Transferencia,Entregado,Recogida
20309,1096,01/07/2025,08/07/2025,Tarjeta,Enviado,Express
20310,576,31/10/2024,03/11/2024,Transferencia,Enviado,Express
20311,1389,22/04/2024,25/04/2024,Tarjeta,Enviado,Estandar
20312,2179,20/06/2024,27/06/2024,Tarjeta,Enviado,Estandar
20313,1089,17/10/2024,20/10/2024,Tarjeta,Entregado,Estandar
20314,1077,09/02/2025,14/02/2025,Transferencia,Pendiente,Estandar
20315,2221,08/05/2025,14/05/2025,Contra reembolso,Pendiente,Express
20316,488,05/08/2025,11/08/2025,Tarjeta,Entregado,Recogida
20317,1203,26/01/2025,31/01/2025,Tarjeta,Entregado,Express
20318,376,07/08/2025,10/08/2025,Tarjeta,Pendiente,Express
20319,325,17/01/2024,22/01/2024,Contra reembolso,Enviado,Recogida
20320,1348,29/05/2025,01/06/2025,Transferencia,Pendiente,Estandar
20321,2330,05/07/2025,10/07/2025,Contra reembolso,Enviado,Express
20322,1581,29/01/2025,03/02/2025,Contra reembolso,Enviado,Estandar
20323,2207,17/12/2024,23/12/2024,Transferencia,Pendiente,Recogida
20324,1277,01/07/2025,08/07/2025,Tarjeta,Pendiente,Express
20325,1562,11/10/2024,16/10/2024,Transferencia,Enviado,Express
20326,904,15/06/2025,22/06/2025,Tarjeta,Entregado,Estandar
20327,692,01/07/2025,07/07/2025,Tarjeta,Pendiente,Estandar
20328,278,02/10/2024,07/10/2024,Tarjeta,Entregado,Recogida
20329,416,12/08/2025,15/08/2025,Tarjeta,Enviado,Recogida
20330,1901,03/04/2025,10/04/2025,Contra reembolso,Pendiente,Express
20331,548,20/03/2025,22/03/2025,Transferencia,Pendiente,Estandar
20332,1689,06/10/2024,10/10/2024,Tarjeta,Enviado,Express
20333,2195,16/11/2024,20/11/2024,Tarjeta,Entregado,Recogida
20334,1698,29/01/2025,05/02/2025,Tarjeta,Enviado,Estandar
20335,1143,25/01/2025,27/01/2025,Contra reembolso,Entregado,Recogida
20336,1909,11/08/2025,13/08/2025,Contra reembolso,Entregado,Estandar
20337,1230,18/12/2024,20/12/2024,Tarjeta,Enviado,Recogida
20338,1272,11/08/2025,14/08/2025,Transferencia,Pendiente,Express
20339,699,22/12/2024,29/12/2024,Tarjeta,Pendiente,Recogida
20340,2247,03/08/2025,07/08/2025,Contra reembolso,Enviado,Estandar
20341,90,24/08/2024,28/08/2024,Contra reembolso,Enviado,Recogida
20342,2406,22/07/2025,26/07/2025,Transferencia,Pendiente,Express
20343,107,23/02/2025,26/02/2025,Contra reembolso,Pendiente,Express
20344,2213,25/05/2025,29/05/2025,Contra reembolso,Entregado,Express
20345,1714,25/06/2025,28/06/2025,Contra reembolso,Pendiente,Express
20346,1380,07/07/2025,11/07/2025,Tarjeta,Entregado,Estandar
20347,88,10/06/2025,12/06/2025,Transferencia,Pendiente,Recogida
20348,1327,05/07/2025,10/07/2025,Tarjeta,Pendiente,Recogida
20349,2422,01/11/2024,07/11/2024,Transferencia,Entregado,Recogida
20350,1924,04/04/2025,11/04/2025,Contra reembolso,Pendiente,Recogida
20351,52,10/06/2025,17/06/2025,Contra reembolso,Entregado,Estandar
20352,2017,07/05/2025,14/05/2025,Contra reembolso,Enviado,Estandar
20353,1409,11/08/2025,18/08/2025,Tarjeta,Pendiente,Recogida
20354,340,04/08/2025,09/08/2025,Contra reembolso,Entregado,Express
20355,1051,15/10/2024,22/10/2024,Contra reembolso,Pendiente,Estandar
20356,843,14/06/2025,20/06/2025,Transferencia,Entregado,Recogida
20357,974,16/10/2024,19/10/2024,Transferencia,Pendiente,Recogida
20358,905,07/07/2025,14/07/2025,Transferencia,Entregado,Estandar
20359,2225,03/04/2024,10/04/2024,Transferencia,Entregado,Estandar
20360,954,28/06/2025,30/06/2025,Contra reembolso,Pendiente,Express
20361,839,03/12/2024,06/12/2024,Transferencia,Pendiente,Estandar
20362,2343,02/07/2025,05/07/2025,Transferencia,Enviado,Express
20363,1219,25/02/2025,27/02/2025,Contra reembolso,Entregado,Estandar
20364,1551,23/05/2024,25/05/2024,Transferencia,Enviado,Express
20365,109,17/02/2024,22/02/2024,Tarjeta,Entregado,Recogida
20366,23,18/01/2025,23/01/2025,Tarjeta,Pendiente,Estandar
20367,1571,28/07/2025,04/08/2025,Transferencia,Entregado,Express
20368,1112,24/04/2025,30/04/2025,Contra reembolso,Enviado,Recogida
20369,614,08/04/2025,12/04/2025,Tarjeta,Entregado,Estandar
20370,1613,19/06/2025,21/06/2025,Tarjeta,Enviado,Express
20371,1981,05/07/2024,11/07/2024,Contra reembolso,Enviado,Express
20372,1712,18/11/2024,24/11/2024,Tarjeta,Enviado,Express
20373,1613,15/07/2025,20/07/2025,Tarjeta,Pendiente,Estandar
20374,2415,19/05/2024,26/05/2024,Tarjeta,Pendiente,Estandar
20375,839,17/07/2024,23/07/2024,Tarjeta,Pendiente,Express
20376,1707,21/05/2024,27/05/2024,Contra reembolso,Entregado,Express
20377,1394,05/01/2025,07/01/2025,Transferencia,Entregado,Estandar
20378,1767,12/11/2024,18/11/2024,Contra reembolso,Enviado,Estandar
20379,391,20/06/2024,24/06/2024,Contra reembolso,Entregado,Express
20380,646,12/07/2025,19/07/2025,Tarjeta,Entregado,Recogida
20381,1527,14/04/2025,16/04/2025,Transferencia,Pendiente,Express
20382,21,11/07/2025,16/07/2025,Transferencia,Pendiente,Recogida
20383,39,23/04/2025,30/04/2025,Contra reembolso,Entregado,Recogida
20384,1703,15/11/2024,22/11/2024,Tarjeta,Pendiente,Recogida
20385,2359,14/12/2024,19/12/2024,Tarjeta,Entregado,Express
20386,2060,30/06/2025,02/07/2025,Tarjeta,Enviado,Recogida
20387,1540,22/05/2025,29/05/2025,Contra reembolso,Enviado,Recogida
20388,1936,06/10/2024,10/10/2024,Tarjeta,Pendiente,Recogida
20389,460,20/03/2025,26/03/2025,Transferencia,Pendiente,Express
20390,1618,21/10/2024,28/10/2024,Transferencia,Pendiente,Recogida
20391,896,06/07/2025,12/07/2025,Tarjeta,Enviado,Express
20392,1769,29/03/2025,02/04/2025,Tarjeta,Pendiente,Estandar
20393,368,21/04/2025,28/04/2025,Contra reembolso,Pendiente,Estandar
20394,2000,11/07/2025,16/07/2025,Transferencia,Entregado,Estandar
20395,2207,29/10/2024,03/11/2024,Contra reembolso,Enviado,Recogida
20396,130,15/06/2025,18/06/2025,Contra reembolso,Enviado,Express
20397,268,28/07/2025,30/07/2025,Transferencia,Enviado,Estandar
20398,1952,16/05/2025,22/05/2025,Tarjeta,Enviado,Recogida
20399,543,24/07/2025,30/07/2025,Tarjeta,Enviado,Estandar
20400,767,21/06/2025,23/06/2025,Tarjeta,Enviado,Estandar
20401,2358,01/01/2025,08/01/2025,Contra reembolso,Enviado,Recogida
20402,1131,07/09/2024,12/09/2024,Tarjeta,Pendiente,Recogida
20403,1478,31/10/2024,05/11/2024,Contra reembolso,Pendiente,Estandar
20404,2279,31/01/2025,04/02/2025,Contra reembolso,Entregado,Estandar
20405,1309,11/03/2025,17/03/2025,Tarjeta,Pendiente,Recogida
20406,726,15/06/2025,17/06/2025,Tarjeta,Entregado,Estandar
20407,563,03/03/2025,05/03/2025,Tarjeta,Pendiente,Recogida
20408,226,14/07/2025,19/07/2025,Contra reembolso,Enviado,Estandar
20409,89,19/03/2025,23/03/2025,Contra reembolso,Enviado,Express
20410,1510,11/06/2025,16/06/2025,Contra reembolso,Entregado,Estandar
20411,1663,26/12/2024,02/01/2025,Tarjeta,Entregado,Estandar
20412,2167,22/03/2024,27/03/2024,Contra reembolso,Pendiente,Estandar
20413,1336,17/04/2025,23/04/2025,Transferencia,Enviado,Recogida
20414,283,30/08/2024,06/09/2024,Contra reembolso,Pendiente,Estandar
20415,297,25/01/2025,30/01/2025,Contra reembolso,Entregado,Estandar
20416,1265,12/08/2024,15/08/2024,Contra reembolso,Enviado,Recogida
20417,620,20/06/2025,24/06/2025,Tarjeta,Entregado,Estandar
20418,364,31/12/2024,05/01/2025,Contra reembolso,Entregado,Estandar
20419,915,06/02/2025,08/02/2025,Tarjeta,Enviado,Express
20420,249,03/06/2024,09/06/2024,Contra reembolso,Pendiente,Recogida
20421,2135,07/04/2025,11/04/2025,Tarjeta,Pendiente,Estandar
20422,1425,21/07/2025,28/07/2025,Tarjeta,Enviado,Recogida
20423,1368,21/06/2025,23/06/2025,Transferencia,Entregado,Estandar
20424,2397,22/04/2025,29/04/2025,Transferencia,Pendiente,Estandar
20425,428,14/06/2025,17/06/2025,Transferencia,Enviado,Express
20426,1522,20/07/2025,22/07/2025,Tarjeta,Enviado,Express
20427,350,20/06/2025,24/06/2025,Transferencia,Pendiente,Express
20428,238,26/07/2025,01/08/2025,Transferencia,Enviado,Express
20429,2360,30/07/2025,04/08/2025,Transferencia,Entregado,Recogida
20430,1674,06/03/2025,09/03/2025,Contra reembolso,Pendiente,Recogida
20431,210,30/06/2024,06/07/2024,Transferencia,Pendiente,Express
20432,361,12/08/2025,16/08/2025,Contra reembolso,Pendiente,Recogida
20433,368,06/12/2024,09/12/2024,Contra reembolso,Enviado,Express
20434,457,20/04/2025,23/04/2025,Tarjeta,Entregado,Express
20435,1100,12/08/2025,19/08/2025,Transferencia,Enviado,Estandar
20436,131,12/08/2025,18/08/2025,Contra reembolso,Pendiente,Recogida
20437,201,23/04/2025,28/04/2025,Contra reembolso,Enviado,Recogida
20438,135,24/07/2025,28/07/2025,Tarjeta,Enviado,Recogida
20439,2283,30/12/2024,03/01/2025,Transferencia,Entregado,Estandar
20440,1126,22/07/2025,28/07/2025,Transferencia,Pendiente,Express
20441,179,16/08/2024,18/08/2024,Contra reembolso,Enviado,Recogida
20442,1143,22/03/2025,25/03/2025,Contra reembolso,Pendiente,Recogida
20443,934,19/11/2024,24/11/2024,Tarjeta,Enviado,Recogida
20444,1621,03/10/2024,09/10/2024,Contra reembolso,Entregado,Recogida
20445,2485,02/03/2025,09/03/2025,Tarjeta,Entregado,Recogida
20446,2201,02/01/2025,05/01/2025,Contra reembolso,Enviado,Express
20447,2308,31/05/2025,05/06/2025,Transferencia,Enviado,Recogida
20448,1186,18/02/2025,23/02/2025,Tarjeta,Enviado,Recogida
20449,67,12/11/2024,18/11/2024,Transferencia,Enviado,Recogida
20450,1788,02/07/2025,04/07/2025,Contra reembolso,Pendiente,Estandar
20451,1688,07/07/2025,13/07/2025,Contra reembolso,Entregado,Estandar
20452,2138,05/08/2025,10/08/2025,Transferencia,Pendiente,Recogida
20453,1017,01/10/2024,03/10/2024,Tarjeta,Pendiente,Express
20454,2138,09/08/2025,11/08/2025,Tarjeta,Entregado,Express
20455,971,12/08/2025,14/08/2025,Transferencia,Enviado,Estandar
20456,2233,17/04/2025,22/04/2025,Contra reembolso,Enviado,Express
20457,1881,22/07/2025,25/07/2025,Contra reembolso,Entregado,Estandar
20458,312,15/10/2024,21/10/2024,Transferencia,Enviado,Express
20459,1056,04/02/2024,09/02/2024,Contra reembolso,Pendiente,Estandar
20460,1376,25/02/2025,04/03/2025,Contra reembolso,Enviado,Recogida
20461,352,16/05/2025,22/05/2025,Transferencia,Pendiente,Estandar
20462,1409,10/08/2025,15/08/2025,Transferencia,Enviado,Estandar
20463,1482,18/05/2025,24/05/2025,Tarjeta,Pendiente,Recogida
20464,200,30/01/2025,04/02/2025,Transferencia,Enviado,Estandar
20465,1763,14/06/2025,18/06/2025,Contra reembolso,Pendiente,Recogida
20466,973,10/06/2025,14/06/2025,Tarjeta,Enviado,Recogida
20467,2197,30/03/2025,04/04/2025,Tarjeta,Pendiente,Express
20468,1840,03/01/2024,08/01/2024,Contra reembolso,Entregado,Recogida
20469,1205,24/05/2025,28/05/2025,Tarjeta,Entregado,Estandar
20470,2049,30/11/2024,06/12/2024,Tarjeta,Enviado,Express
20471,2062,09/09/2024,14/09/2024,Tarjeta,Entregado,Express
20472,454,31/08/2024,07/09/2024,Tarjeta,Enviado,Express
20473,59,08/04/2025,14/04/2025,Contra reembolso,Pendiente,Recogida
20474,1544,20/05/2025,26/05/2025,Contra reembolso,Pendiente,Estandar
20475,1973,07/07/2025,10/07/2025,Contra reembolso,Entregado,Recogida
20476,129,17/06/2025,20/06/2025,Contra reembolso,Pendiente,Estandar
20477,1444,03/06/2025,08/06/2025,Transferencia,Entregado,Estandar
20478,1725,08/05/2025,15/05/2025,Tarjeta,Entregado,Estandar
20479,1366,16/05/2025,19/05/2025,Transferencia,Pendiente,Express
20480,1277,18/04/2025,21/04/2025,Contra reembolso,Pendiente,Estandar
20481,1665,21/05/2025,27/05/2025,Tarjeta,Entregado,Express
20482,287,20/10/2024,25/10/2024,Tarjeta,Entregado,Express
20483,2139,16/11/2023,18/11/2023,Tarjeta,Pendiente,Estandar
20484,1643,10/03/2025,16/03/2025,Contra reembolso,Pendiente,Estandar
20485,2116,04/03/2025,08/03/2025,Transferencia,Pendiente,Recogida
20486,1278,19/05/2025,22/05/2025,Tarjeta,Entregado,Express
20487,1490,28/06/2024,05/07/2024,Tarjeta,Entregado,Estandar
20488,1309,03/10/2024,07/10/2024,Contra reembolso,Enviado,Recogida
20489,1298,26/05/2025,31/05/2025,Contra reembolso,Entregado,Estandar
20490,1937,07/10/2024,10/10/2024,Transferencia,Pendiente,Estandar
20491,10,24/02/2025,28/02/2025,Transferencia,Entregado,Recogida
20492,2149,23/12/2023,26/12/2023,Transferencia,Entregado,Recogida
20493,1553,02/02/2025,04/02/2025,Contra reembolso,Entregado,Recogida
20494,557,17/06/2025,23/06/2025,Transferencia,Enviado,Estandar
20495,717,15/05/2024,18/05/2024,Tarjeta,Pendiente,Recogida
20496,1335,23/12/2024,29/12/2024,Contra reembolso,Enviado,Recogida
20497,1466,18/12/2024,20/12/2024,Contra reembolso,Pendiente,Estandar
20498,2356,20/02/2025,22/02/2025,Transferencia,Entregado,Express
20499,1087,19/04/2024,23/04/2024,Transferencia,Pendiente,Express
20500,1348,05/06/2025,08/06/2025,Transferencia,Enviado,Estandar
20501,2374,18/09/2024,24/09/2024,Contra reembolso,Enviado,Express
20502,1411,23/09/2024,28/09/2024,Transferencia,Entregado,Recogida
20503,1741,18/09/2024,21/09/2024,Contra reembolso,Enviado,Estandar
20504,755,22/06/2025,25/06/2025,Contra reembolso,Enviado,Recogida
20505,587,13/08/2025,19/08/2025,Transferencia,Entregado,Recogida
20506,1068,08/03/2025,14/03/2025,Contra reembolso,Pendiente,Estandar
20507,401,27/01/2025,29/01/2025,Tarjeta,Enviado,Estandar
20508,744,21/07/2025,28/07/2025,Contra reembolso,Enviado,Estandar
20509,2200,03/08/2025,08/08/2025,Transferencia,Enviado,Recogida
20510,1863,12/10/2024,16/10/2024,Contra reembolso,Entregado,Estandar
20511,1958,30/06/2024,03/07/2024,Transferencia,Pendiente,Estandar
20512,1237,20/03/2025,23/03/2025,Tarjeta,Enviado,Recogida
20513,1110,09/08/2025,14/08/2025,Tarjeta,Enviado,Estandar
20514,484,16/04/2025,22/04/2025,Contra reembolso,Pendiente,Estandar
20515,2135,09/07/2025,16/07/2025,Contra reembolso,Entregado,Express
20516,2381,21/04/2025,26/04/2025,Transferencia,Enviado,Recogida
20517,686,28/06/2025,03/07/2025,Transferencia,Pendiente,Estandar
20518,742,07/06/2025,12/06/2025,Tarjeta,Pendiente,Recogida
20519,1906,28/06/2024,04/07/2024,Tarjeta,Enviado,Estandar
20520,852,13/01/2025,17/01/2025,Transferencia,Enviado,Express
20521,1829,31/07/2025,02/08/2025,Tarjeta,Pendiente,Recogida
20522,331,10/03/2025,15/03/2025,Transferencia,Enviado,Express
20523,1177,16/04/2025,22/04/2025,Tarjeta,Entregado,Express
20524,15,21/09/2024,23/09/2024,Tarjeta,Enviado,Recogida
20525,194,12/06/2025,17/06/2025,Transferencia,Pendiente,Estandar
20526,2153,14/02/2025,18/02/2025,Contra reembolso,Pendiente,Recogida
20527,2172,13/05/2025,15/05/2025,Transferencia,Entregado,Express
20528,2335,12/08/2025,18/08/2025,Contra reembolso,Pendiente,Recogida
20529,1543,27/04/2025,30/04/2025,Tarjeta,Enviado,Recogida
20530,628,04/08/2025,07/08/2025,Contra reembolso,Pendiente,Estandar
20531,535,22/11/2024,27/11/2024,Contra reembolso,Pendiente,Recogida
20532,460,10/08/2025,17/08/2025,Transferencia,Pendiente,Express
20533,494,06/07/2025,10/07/2025,Transferencia,Enviado,Express
20534,122,29/06/2025,03/07/2025,Contra reembolso,Entregado,Estandar
20535,1059,20/07/2025,22/07/2025,Transferencia,Pendiente,Recogida
20536,188,29/11/2024,02/12/2024,Tarjeta,Enviado,Estandar
20537,1720,08/02/2025,12/02/2025,Contra reembolso,Entregado,Express
20538,1036,16/07/2025,21/07/2025,Tarjeta,Enviado,Recogida
20539,1071,06/12/2024,09/12/2024,Transferencia,Pendiente,Express
20540,2029,13/05/2025,18/05/2025,Transferencia,Enviado,Recogida
20541,1969,30/07/2025,01/08/2025,Transferencia,Pendiente,Estandar
20542,2037,30/10/2024,02/11/2024,Transferencia,Pendiente,Recogida
20543,1128,25/06/2024,27/06/2024,Contra reembolso,Pendiente,Estandar
20544,29,18/09/2024,24/09/2024,Tarjeta,Entregado,Express
20545,330,14/06/2024,16/06/2024,Tarjeta,Pendiente,Recogida
20546,313,09/08/2025,16/08/2025,Contra reembolso,Pendiente,Recogida
20547,1853,22/05/2025,24/05/2025,Contra reembolso,Enviado,Recogida
20548,104,03/08/2025,06/08/2025,Tarjeta,Enviado,Express
20549,468,09/07/2024,13/07/2024,Transferencia,Entregado,Recogida
20550,1550,24/12/2023,27/12/2023,Contra reembolso,Enviado,Express
20551,1646,02/06/2024,09/06/2024,Tarjeta,Pendiente,Estandar
20552,2229,06/08/2025,10/08/2025,Tarjeta,Enviado,Recogida
20553,2198,04/03/2024,06/03/2024,Contra reembolso,Entregado,Express
20554,2478,18/07/2025,25/07/2025,Contra reembolso,Entregado,Express
20555,1212,13/06/2025,15/06/2025,Tarjeta,Entregado,Express
20556,1715,01/04/2025,05/04/2025,Tarjeta,Entregado,Express
20557,608,09/07/2025,12/07/2025,Contra reembolso,Enviado,Estandar
20558,187,27/01/2025,29/01/2025,Tarjeta,Enviado,Recogida
20559,1668,07/06/2025,12/06/2025,Contra reembolso,Pendiente,Express
20560,1818,13/05/2025,16/05/2025,Tarjeta,Pendiente,Estandar
20561,683,08/05/2025,11/05/2025,Tarjeta,Entregado,Estandar
20562,1676,02/04/2025,04/04/2025,Contra reembolso,Entregado,Recogida
20563,1989,13/08/2024,16/08/2024,Contra reembolso,Entregado,Express
20564,1922,07/05/2025,14/05/2025,Tarjeta,Entregado,Estandar
20565,1987,10/05/2025,16/05/2025,Contra reembolso,Entregado,Recogida
20566,2229,30/06/2025,04/07/2025,Tarjeta,Pendiente,Recogida
20567,2089,15/03/2025,19/03/2025,Transferencia,Entregado,Recogida
20568,232,05/03/2025,10/03/2025,Transferencia,Enviado,Express
20569,727,17/03/2024,23/03/2024,Tarjeta,Pendiente,Recogida
20570,43,14/08/2025,18/08/2025,Contra reembolso,Entregado,Express
20571,1782,18/04/2025,24/04/2025,Tarjeta,Pendiente,Recogida
20572,1326,29/07/2024,03/08/2024,Transferencia,Enviado,Recogida
20573,229,03/02/2025,10/02/2025,Contra reembolso,Pendiente,Estandar
20574,2441,26/03/2025,01/04/2025,Tarjeta,Enviado,Express
20575,1923,10/02/2025,12/02/2025,Transferencia,Entregado,Estandar
20576,687,10/07/2025,12/07/2025,Contra reembolso,Entregado,Estandar
20577,571,15/11/2024,18/11/2024,Transferencia,Entregado,Estandar
20578,90,20/02/2025,25/02/2025,Transferencia,Enviado,Recogida
20579,207,04/12/2024,11/12/2024,Tarjeta,Pendiente,Estandar
20580,1976,20/01/2025,25/01/2025,Tarjeta,Pendiente,Recogida
20581,942,20/03/2025,23/03/2025,Contra reembolso,Enviado,Express
20582,1476,01/01/2025,03/01/2025,Tarjeta,Pendiente,Express
20583,2384,19/06/2025,25/06/2025,Transferencia,Enviado,Estandar
20584,624,13/01/2025,16/01/2025,Tarjeta,Pendiente,Estandar
20585,1285,22/02/2025,28/02/2025,Transferencia,Enviado,Estandar
20586,2374,10/03/2025,17/03/2025,Transferencia,Entregado,Express
20587,948,25/04/2024,27/04/2024,Contra reembolso,Entregado,Estandar
20588,2320,25/08/2024,28/08/2024,Transferencia,Enviado,Express
20589,2141,09/05/2024,11/05/2024,Contra reembolso,Enviado,Recogida
20590,2273,26/06/2024,29/06/2024,Tarjeta,Pendiente,Estandar
20591,1884,05/08/2025,11/08/2025,Tarjeta,Entregado,Express
20592,1131,13/04/2024,20/04/2024,Tarjeta,Entregado,Estandar
20593,758,18/12/2024,23/12/2024,Tarjeta,Entregado,Express
20594,2350,20/04/2025,25/04/2025,Tarjeta,Pendiente,Recogida
20595,655,22/12/2023,28/12/2023,Transferencia,Pendiente,Express
20596,886,27/05/2025,02/06/2025,Contra reembolso,Entregado,Recogida
20597,1033,20/11/2024,25/11/2024,Transferencia,Pendiente,Estandar
20598,1152,12/11/2024,14/11/2024,Contra reembolso,Enviado,Express
20599,482,28/04/2024,02/05/2024,Contra reembolso,Entregado,Estandar
20600,1374,06/12/2024,09/12/2024,Transferencia,Entregado,Estandar
20601,874,28/07/2025,31/07/2025,Tarjeta,Enviado,Express
20602,373,05/06/2025,07/06/2025,Tarjeta,Entregado,Express
20603,1969,15/07/2025,21/07/2025,Tarjeta,Enviado,Recogida
20604,2053,31/07/2025,03/08/2025,Transferencia,Enviado,Express
20605,1278,01/08/2024,08/08/2024,Transferencia,Pendiente,Express
20606,1833,05/08/2025,08/08/2025,Transferencia,Enviado,Express
20607,238,29/07/2025,31/07/2025,Tarjeta,Entregado,Express
20608,19,04/07/2025,10/07/2025,Tarjeta,Enviado,Express
20609,2340,20/11/2024,24/11/2024,Transferencia,Entregado,Estandar
20610,377,02/10/2024,04/10/2024,Contra reembolso,Enviado,Recogida
20611,1616,04/08/2025,06/08/2025,Tarjeta,Enviado,Estandar
20612,2377,23/12/2023,30/12/2023,Transferencia,Pendiente,Estandar
20613,1467,17/05/2025,24/05/2025,Transferencia,Enviado,Recogida
20614,972,30/06/2025,04/07/2025,Tarjeta,Entregado,Estandar
20615,2159,25/02/2024,28/02/2024,Tarjeta,Pendiente,Express
20616,964,06/09/2024,08/09/2024,Contra reembolso,Enviado,Recogida
20617,1418,08/08/2025,10/08/2025,Transferencia,Pendiente,Express
20618,2277,13/11/2024,18/11/2024,Tarjeta,Pendiente,Express
20619,1570,12/08/2025,15/08/2025,Tarjeta,Enviado,Express
20620,1297,14/10/2024,17/10/2024,Contra reembolso,Enviado,Express
20621,714,08/11/2024,15/11/2024,Transferencia,Entregado,Estandar
20622,2402,02/01/2025,09/01/2025,Transferencia,Entregado,Express
20623,164,15/01/2025,22/01/2025,Transferencia,Entregado,Recogida
20624,1194,28/07/2025,04/08/2025,Tarjeta,Entregado,Estandar
20625,1865,25/04/2025,02/05/2025,Contra reembolso,Entregado,Estandar
20626,1326,13/01/2025,16/01/2025,Tarjeta,Entregado,Express
20627,540,31/05/2024,03/06/2024,Tarjeta,Enviado,Recogida
20628,2081,08/08/2025,15/08/2025,Contra reembolso,Pendiente,Express
20629,294,24/07/2025,28/07/2025,Tarjeta,Entregado,Express
20630,584,31/07/2024,05/08/2024,Transferencia,Pendiente,Recogida
20631,1361,10/08/2025,13/08/2025,Contra reembolso,Enviado,Estandar
20632,690,15/03/2024,20/03/2024,Transferencia,Entregado,Recogida
20633,1635,06/05/2024,10/05/2024,Tarjeta,Pendiente,Express
20634,2111,26/06/2025,03/07/2025,Contra reembolso,Entregado,Estandar
20635,1978,29/05/2025,03/06/2025,Tarjeta,Enviado,Recogida
20636,590,30/03/2025,02/04/2025,Transferencia,Enviado,Recogida
20637,1200,19/05/2025,24/05/2025,Tarjeta,Enviado,Express
20638,784,10/11/2024,14/11/2024,Tarjeta,Entregado,Estandar
20639,1568,20/03/2024,24/03/2024,Tarjeta,Entregado,Express
20640,1521,29/04/2024,06/05/2024,Tarjeta,Enviado,Recogida
